1459888199290, -3.6152344, 1.4580536, 9.035706, 0.0, 0.0, 0.0, 
1459888199322, -3.4428558, 1.3000488, 9.370895, 0.0, 0.0, 0.0, 
1459888199322, -3.4428558, 1.3000488, 9.370895, 0.17149353, -0.24713135, -0.42610168, 
1459888199323, -3.5194702, 1.2904663, 9.25119, 0.17149353, -0.24713135, -0.42610168, 
1459888199323, -3.5194702, 1.2904663, 9.25119, 0.22262573, -0.23754883, -0.38775635, 
1459888199327, -3.5434113, 1.2569427, 9.174576, 0.22262573, -0.23754883, -0.38775635, 
1459888199328, -3.5434113, 1.2569427, 9.174576, 0.28121948, -0.23008728, -0.3771057, 
1459888199405, -3.7157898, 1.3144073, 9.366104, 0.28121948, -0.23008728, -0.3771057, 
1459888199405, -3.7157898, 1.3144073, 9.366104, 0.2993164, -0.22262573, -0.36645508, 
1459888199406, -3.7541046, 1.5442505, 9.299072, 0.2993164, -0.22262573, -0.36645508, 
1459888199406, -3.7541046, 1.5442505, 9.299072, 0.3131714, -0.22476196, -0.34194946, 
1459888199406, -3.8881683, 1.577774, 9.255981, 0.3131714, -0.22476196, -0.34194946, 
1459888199406, -3.8881683, 1.577774, 9.255981, 0.30677795, -0.21304321, -0.3568573, 
1459888199407, -3.85466, 1.6065063, 9.303864, 0.30677795, -0.21304321, -0.3568573, 
1459888199407, -3.85466, 1.6065063, 9.303864, 0.30145264, -0.19493103, -0.35473633, 
1459888199407, -3.9264832, 1.6017151, 9.337372, 0.30145264, -0.19493103, -0.35473633, 
1459888199408, -3.9264832, 1.6017151, 9.337372, 0.2897339, -0.17256165, -0.33129883, 
1459888199408, -3.8977509, 1.6112976, 9.208099, 0.2897339, -0.17256165, -0.33129883, 
1459888199408, -3.8977509, 1.6112976, 9.208099, 0.28227234, -0.17576599, -0.33555603, 
1459888199409, -3.8738098, 1.6112976, 9.356537, 0.28227234, -0.17576599, -0.33555603, 
1459888199410, -3.8738098, 1.6112976, 9.356537, 0.25778198, -0.14273071, -0.3206482, 
1459888199410, -3.806778, 1.4772186, 9.275131, 0.25778198, -0.14273071, -0.3206482, 
1459888199410, -3.806778, 1.4772186, 9.275131, 0.22262573, -0.12249756, -0.3259735, 
1459888199411, -3.7253723, 1.4484863, 9.423569, 0.22262573, -0.12249756, -0.3259735, 
1459888199411, -3.7253723, 1.4484863, 9.423569, 0.17788696, -0.090530396, -0.30467224, 
1459888199411, -3.720581, 1.4389038, 9.42836, 0.17788696, -0.090530396, -0.30467224, 
1459888199412, -3.720581, 1.4389038, 9.42836, 0.14059448, -0.055389404, -0.2790985, 
1459888199412, -3.6343842, 1.4484863, 9.121902, 0.14059448, -0.055389404, -0.2790985, 
1459888199412, -3.6343842, 1.4484863, 9.121902, 0.10971069, -0.031951904, -0.24926758, 
1459888199413, -3.6679077, 1.4580536, 9.342163, 0.10971069, -0.031951904, -0.24926758, 
1459888199413, -3.6679077, 1.4580536, 9.342163, 0.08200073, -0.0053253174, -0.21838379, 
1459888199413, -3.6583252, 1.3622894, 9.208099, 0.08200073, -0.0053253174, -0.21838379, 
1459888199413, -3.6583252, 1.3622894, 9.208099, 0.07774353, 0.022369385, -0.2034607, 
1459888199414, -3.7493134, 1.5155182, 9.121902, 0.07774353, 0.022369385, -0.2034607, 
1459888199414, -3.7493134, 1.5155182, 9.121902, 0.078811646, 0.013839722, -0.21412659, 
1459888199414, -3.744522, 1.687912, 9.09317, 0.078811646, 0.013839722, -0.21412659, 
1459888199414, -3.744522, 1.687912, 9.09317, 0.08946228, 0.0, -0.19494629, 
1459888199415, -3.6535492, 1.8363495, 9.045288, 0.08946228, 0.0, -0.19494629, 
1459888199415, -3.6535492, 1.8363495, 9.045288, 0.10864258, -0.013839722, -0.1960144, 
1459888199415, -3.624817, 1.7214203, 8.963882, 0.10864258, -0.013839722, -0.1960144, 
1459888199416, -3.624817, 1.7214203, 8.963882, 0.13952637, -0.029815674, -0.19068909, 
